local_work_id,work_group_id,mapping_status,mapping_confidence,identity_source,verification_status,canonical_title,canonical_author,canonical_publisher,canonical_year,isbn_10,isbn_13,doi,ocaid,lccn,primary_identifier_type,primary_identifier,document_type,external_url,ol_work_key,ol_edition_key,openlibrary_action,local_pdf_count,local_folders,local_paths_json,notes
OLP-385320BA9EB60661,parent:salon-location-value-capture-2014,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Location Value Capture Opportunities for Urban Public Transport Finance,Deborah Salon,Regional Plan Association; Volvo Research and Educational Foundations,2014,,,,,,url,https://www.urbanismnext.org/resources/location-value-capture-opportunities-for-urban-public-transport-finance,white-paper,https://www.urbanismnext.org/resources/location-value-capture-opportunities-for-urban-public-transport-finance,,,CREATE_RECORD_CANDIDATE,1,Captura de valor,"[""5 DOT y planeación urbana (Gregor Wessels)/Captura de valor/TLS-2014-Research-Paper-Value-Capture.pdf""]","Research catalog and bibliographic references verify the canonical title, author, responsible organizations, year, white-paper format, and Transit Leadership Summit context"
OLP-52B97CE4C2372AD2,parent:shrp2-effect-smart-growth-travel-demand-2014,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Effect of Smart Growth Policies on Travel Demand,Maren Outwater; Colin Smith; Jerry Walters; Brian Welch; Robert Cervero; Kara M. Kockelman; J. Richard Kuzmyak,Transportation Research Board,2014,,9780309272889,,,,isbn_13,9780309272889,report,https://trid.trb.org/View/1248222,,,CREATE_RECORD_CANDIDATE,1,Smart Growth,"[""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/Smart Growth/Smart Growth vs travel demand - SHRP2_S2-C16-RR-1.pdf""]","TRID and National Academies metadata verify title, authors, publisher, report S2-C16-RR-1, pagination, date, and checksum-valid ISBN"
OLP-4321B84409E4C4E0,parent:smolka-amborski-eure-2003,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,Recuperación de plusvalías para el desarrollo urbano: una comparación inter-americana,Martim O. Smolka; David Amborski,"Instituto de Estudios Urbanos y Territoriales, Pontificia Universidad Católica de Chile",2003,,,10.4067/S0250-71612003008800003,,,doi,10.4067/S0250-71612003008800003,article,https://doi.org/10.4067/S0250-71612003008800003,,,EXTERNAL_OR_LOCAL_ONLY,1,Captura de valor,"[""5 DOT y planeación urbana (Gregor Wessels)/Captura de valor/SMOLKA-AMBORSKI Recuperación de plusvalias comparación Inter-america.pdf""]","Revista EURE vol. XXIX no. 88, Santiago de Chile, diciembre 2003, pp. 55-77; the local PDF's first page carries that exact citation line and the DOI resolves to the matching SciELO Chile record; a journal article, not an Open Library book"
OLP-16F8F195029B6B73,parent:tcrp-report-95-chapter-17-2007,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,"Traveler Response to Transportation System Changes Handbook, Third Edition: Chapter 17, Transit-Oriented Development",John E. Evans IV; Richard H. Pratt; Andrew Stryker; J. Richard Kuzmyak,Transportation Research Board,2007,0309098920,9780309098922,10.17226/14077,,,doi,10.17226/14077,report,https://www.nationalacademies.org/publications/14077,,,CREATE_RECORD_CANDIDATE,1,DOTS Europa & Estados Unidos,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/TOD tcrp_rpt_95c17.pdf""]","Official National Academies metadata verifies title, date, DOI, and ISBN; the existing Open Library ISBN hit is bibliographically unrelated"
OLP-4E84292D3118AD41,parent:tfl-gla-land-value-capture-annexes-2017,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Land Value Capture: Annexes,Transport for London; Greater London Authority,Transport for London; Greater London Authority,2017,,,,,,url,https://www.london.gov.uk/sites/default/files/land_value_capture_report_annexes_transport_for_london.pdf,report,https://www.london.gov.uk/sites/default/files/land_value_capture_report_annexes_transport_for_london.pdf,,,CREATE_RECORD_CANDIDATE,1,Captura de valor,"[""5 DOT y planeación urbana (Gregor Wessels)/Captura de valor/TfL (2017) - land_value_capture_report_annexes_transport_for_london.pdf""]","Official London government PDF verifies the canonical title, joint responsible organizations, February 2017 final version date, annex structure, and report format"
OLP-367223DD52A48145,parent:tobon-molina-unal-2012,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Rentas inmobiliarias privadas en la distribución de cargas y beneficios de los proyectos urbanos: estudio del polígono de la estación Andalucía del Metrocable de Medellín,María Patricia Tobón Molina,"Universidad Nacional de Colombia, Sede Medellín",2012,,,,,,local_work,OLP-367223DD52A48145,dissertation,,,,CREATE_RECORD_CANDIDATE,1,Captura de valor,"[""5 DOT y planeación urbana (Gregor Wessels)/Captura de valor/TOBON MARIA PATRICIA MOLINA Rentas inmobiliarias-cargas y beneficios metrocable.pdf""]","Title page and degree page verify the title, the author, the February 2012 date, the director Henry Quesada Gómez and the degree 'Trabajo final de Maestría en Estudios Urbano Regionales' at the Facultad de Arquitectura, UNAL Medellín; no reachable repositorio.unal.edu.co record was located, so an authoritative URL is still outstanding"
OLP-95A003A24DBB91FF,parent:tod-and-employment-2011,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Transit-Oriented Development (TOD) and Employment,Dena Belzer; Sujata Srivastava; Jeff Wood; Ellen Greenberg,Center for Transit-Oriented Development,2011,,,,,,url,https://trid.trb.org/View/1111817,report,https://trid.trb.org/View/1111817,,,CREATE_RECORD_CANDIDATE,1,Teoria DOTS,"[""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/TODandEmploymentFINALMay2011.pdf""]","TRID verifies the report title, authors, date, publisher, pagination, and FTA report number"
OLP-ACA53318940E8516,parent:tod-nama-cali-corredor-verde-2018,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,Corredor Verde – TOD NAMA Cali: proyecto Sendero ecológico Río Lili,Hanae Tanaka,,2018,,,,,,local_work,OLP-ACA53318940E8516,presentation,,,,EXTERNAL_OR_LOCAL_ONLY,1,Proyectos DOTS,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/DOT_Cali.pdf""]","Slide deck dated 18 December 2018 in the PDF metadata, presenting the Cali pilot of the Colombia TOD-NAMA on the Simón Bolívar corridor; the deck carries TOD-NAMA branding but names no publishing entity, and the author is taken from the PDF metadata; a presentation, not an Open Library book"
OLP-00C26896F1C3DC3A,parent:tod-nama-manizales-2021,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,TOD NAMA Manizales: Renace el Centro,Findeter; Alcaldía de Manizales,Findeter,2021,,,,,,url,https://manizales.gov.co/wp-content/uploads/Informe-Manizales-M%C3%A1s-Oportunidades-2016-2019.pdf,presentation,https://manizales.gov.co/wp-content/uploads/Informe-Manizales-M%C3%A1s-Oportunidades-2016-2019.pdf,,,EXTERNAL_OR_LOCAL_ONLY,1,Proyectos DOTS,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/DOT_Manizales.pdf""]",Ten-page image-only project brochure/presentation; title and responsible institutions verified visually and the official city report corroborates the project
OLP-F38EF1AE1F13DEDF,parent:van-wee-land-use-transport-2002,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,Land Use and Transport: Research and Policy Challenges,Bert van Wee,Elsevier,2002,,,10.1016/S0966-6923(02)00041-8,,,doi,10.1016/S0966-6923(02)00041-8,article,https://research.tudelft.nl/en/publications/land-use-and-transport-research-and-policy-challenges/,,,EXTERNAL_OR_LOCAL_ONLY,1,Planeación territorial,"[""5 DOT y planeación urbana (Gregor Wessels)/Planeación territorial/land use and transport challenges for research and policy making.pdf""]","TU Delft research record verifies the journal article title, author, publisher, date, journal, volume, issue, pages, and DOI"
OLP-2E9C2B9EC45A6B28,parent:vergel-density-brt-2019,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,"¿Es la densidad suficiente? Análisis de la relación entre la densidad poblacional y la demanda de pasajeros en los sistemas de transporte público masivo tipo BRT (Bus Rapid Transit) en Curitiba, Quito y Bogotá",C. Erik Vergel-Tovar,International Institute for Environment and Development–Latin America,2019,,,,,,url,https://www.ingentaconnect.com/contentone/iieal/meda/2019/00000090/00000001/art00005,article,https://www.ingentaconnect.com/contentone/iieal/meda/2019/00000090/00000001/art00005,,,EXTERNAL_OR_LOCAL_ONLY,1,DOTS América Latina,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/s5.pdf""]","Author CV and journal issue references verify the canonical title, author, journal, issue 90, August 2019 date, and article format"
OLP-0EAB8D955B5ACAB5,parent:wb-jll-estudio-dot-calle26-2021,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Estación Calle 26 – Estudio DOT: reporte final. Estructuración de un modelo de transacción para movilizar financiamiento privado en apoyo a la estrategia de Desarrollo Orientado al Transporte Público de la Primera Línea del Metro de Bogotá,JLL,World Bank Group,2021,,,,,,local_work,OLP-0EAB8D955B5ACAB5,report,,,,CREATE_RECORD_CANDIDATE,1,Proyectos DOTS,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS América Latina/DOTS Colombia/Proyecto Política nacional DOTS (CCAP-SIGMA-DESPACIO)/Proyectos DOTS/2021_estudio_DOT_Metro_de_Bogota.pdf""]","Cover verifies the title, the label 'Reporte Final', the date 20 September 2021 and the World Bank trust-fund reference TF072644; the PDF author field is a worldbank.org address and the text states that the World Bank contracted JLL; no public World Bank Open Knowledge record was located, so an authoritative URL is still outstanding"
OLP-0E6D06EDEF964CC9,parent:wmata-joint-development-2013,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Joint Development Policies and Guidelines,Washington Metropolitan Area Transit Authority,Washington Metropolitan Area Transit Authority,2013,,,,,,url,https://www.wmata.com/about/board/upload/Joint-Development-Policies-2013-07-25.pdf,guidelines,https://www.wmata.com/about/board/upload/Joint-Development-Policies-2013-07-25.pdf,,,CREATE_RECORD_CANDIDATE,1,Captura de valor,"[""5 DOT y planeación urbana (Gregor Wessels)/Captura de valor/Joint-Development-Policies-2013-07-25.pdf""]","Official WMATA document and FHWA resource catalog verify the canonical title, responsible organization, publisher, revised date of 25 July 2013, and guideline format"
OLP-E0E07EC9B49B55E4,parent:wmata-tod-maryland-2013,AUTHORITY_MAPPED,1.000,verified_manifest,VERIFIED_NONBOOK,WMATA Transit-Oriented Development in Maryland,Washington Metropolitan Area Transit Authority,Washington Metropolitan Area Transit Authority,2013,,,,,,url,https://planning.maryland.gov/Documents/Our-Engagement/773/2013/WMATA-TOD-Presentation072213.pdf,presentation,https://planning.maryland.gov/Documents/Our-Engagement/773/2013/WMATA-TOD-Presentation072213.pdf,,,EXTERNAL_OR_LOCAL_ONLY,1,DOTS Europa & Estados Unidos,"[""5 DOT y planeación urbana (Gregor Wessels)/DOTS Europa & Estados Unidos/WMATA-TOD-Presentation072213.pdf""]","Official Maryland planning-hosted presentation verifies the title, responsible organization, audience, date of 22 July 2013, and presentation format"
OLP-E31F959FB1C02D84,parent:world-bank-3v-tod-2017,AUTHORITY_MAPPED,1.000,verified_manifest,CREATE_CANDIDATE,Transforming the Urban Space through Transit-Oriented Development: The 3V Approach,Serge Salat; Gerald Ollivier,World Bank,2017,,,10.1596/26405,,,doi,10.1596/26405,book,https://www.worldbank.org/en/topic/transport/publication/transforming-the-urban-space-through-transit-oriented-development-the-3v-approach,,,CREATE_RECORD_CANDIDATE,1,Teoria DOTS,"[""5 DOT y planeación urbana (Gregor Wessels)/Teoria DOTS/WB TOD 113822-REVISED-4-17-MAIN-3Vapproach-orginal-Enhanc1.pdf""]","Official World Bank publication page and repository record verify title, authors, publisher, year, report number 113822, and DOI"
